match_date,home_team_name,away_team_name,home_team_score,away_team_score,year,home_rank,home_score,away_rank,away_score,home_n_participation,away_n_participation,home_winner,draw,away_winner,rank_diff,team_score_diff,score_diff,best_rank_winner
1966-07-15,Chile,North Korea,1,1,1966,29.0,1724.0,15.0,1828.0,3,0,0,1,0,14.0,0,-104.0,0
1966-07-16,Argentina,West Germany,0,0,1966,4.0,1982.0,2.0,2042.0,4,3,0,1,0,2.0,0,-60.0,0
1966-07-16,Portugal,Bulgaria,3,0,1966,3.0,1986.0,23.0,1750.0,0,1,1,0,0,-20.0,3,236.0,1
1966-07-16,Soviet Union,Italy,1,0,1966,5.0,1975.0,7.0,1948.0,2,5,1,0,0,-2.0,1,27.0,1
1966-07-16,England,Mexico,2,0,1966,1.0,2088.0,14.0,1841.0,4,5,1,0,0,-13.0,2,247.0,1
1966-07-19,Mexico,Uruguay,0,0,1966,14.0,1841.0,13.0,1846.0,5,4,0,1,0,1.0,0,-5.0,0
1966-07-19,Argentina,Switzerland,2,0,1966,4.0,1982.0,44.0,1602.0,4,5,1,0,0,-40.0,2,380.0,1
1966-07-19,Portugal,Brazil,3,1,1966,3.0,1986.0,8.0,1918.0,0,7,1,0,0,-5.0,2,68.0,1
1966-07-19,North Korea,Italy,1,0,1966,15.0,1828.0,7.0,1948.0,0,5,1,0,0,8.0,1,-120.0,0
1966-07-20,England,France,2,0,1966,1.0,2088.0,28.0,1737.0,4,5,1,0,0,-27.0,2,351.0,1
1966-07-20,West Germany,Spain,2,1,1966,2.0,2042.0,10.0,1865.0,3,3,1,0,0,-8.0,1,177.0,1
1966-07-20,Hungary,Bulgaria,3,1,1966,6.0,1957.0,23.0,1750.0,5,1,1,0,0,-17.0,2,207.0,1
1966-07-20,Soviet Union,Chile,2,1,1966,5.0,1975.0,29.0,1724.0,2,3,1,0,0,-24.0,1,251.0,1
1966-07-23,England,Argentina,1,0,1966,1.0,2088.0,4.0,1982.0,4,4,1,0,0,-3.0,1,106.0,1
1966-07-23,Portugal,North Korea,5,3,1966,3.0,1986.0,15.0,1828.0,0,0,1,0,0,-12.0,2,158.0,1
1966-07-23,Soviet Union,Hungary,2,1,1966,5.0,1975.0,6.0,1957.0,2,5,1,0,0,-1.0,1,18.0,1
1966-07-23,West Germany,Uruguay,4,0,1966,2.0,2042.0,13.0,1846.0,3,4,1,0,0,-11.0,4,196.0,1
1966-07-25,West Germany,Soviet Union,2,1,1966,2.0,2042.0,5.0,1975.0,3,2,1,0,0,-3.0,1,67.0,1
1966-07-26,England,Portugal,2,1,1966,1.0,2088.0,3.0,1986.0,4,0,1,0,0,-2.0,1,102.0,1
1966-07-28,Portugal,Soviet Union,2,1,1966,3.0,1986.0,5.0,1975.0,0,2,1,0,0,-2.0,1,11.0,1
1966-07-30,England,West Germany,4,2,1966,1.0,2088.0,2.0,2042.0,4,3,1,0,0,-1.0,2,46.0,1
1970-05-31,Mexico,Soviet Union,0,0,1970,29.0,1730.0,5.0,1962.0,6,3,0,1,0,24.0,0,-232.0,0
1970-06-02,Uruguay,Israel,2,0,1970,9.0,1854.0,39.0,1668.0,5,0,1,0,0,-30.0,2,186.0,1
1970-06-02,England,Romania,1,0,1970,2.0,2039.0,18.0,1804.0,5,3,1,0,0,-16.0,1,235.0,1
1970-06-02,Peru,Bulgaria,3,2,1970,22.0,1759.0,28.0,1731.0,1,2,1,0,0,-6.0,1,28.0,1
1970-06-03,Belgium,El Salvador,3,0,1970,24.0,1740.0,68.0,1492.0,4,0,1,0,0,-44.0,3,248.0,1
1970-06-03,Italy,Sweden,1,0,1970,4.0,2023.0,11.0,1848.0,6,4,1,0,0,-7.0,1,175.0,1
1970-06-03,Brazil,Czechoslovakia,4,1,1970,1.0,2177.0,14.0,1821.0,8,5,1,0,0,-13.0,3,356.0,1
1970-06-03,West Germany,Morocco,2,1,1970,3.0,2032.0,40.0,1642.0,4,0,1,0,0,-37.0,1,390.0,1
1970-06-06,Soviet Union,Belgium,4,1,1970,5.0,1962.0,24.0,1740.0,3,4,1,0,0,-19.0,3,222.0,1
1970-06-06,Uruguay,Italy,0,0,1970,9.0,1854.0,4.0,2023.0,5,6,0,1,0,5.0,0,-169.0,0
1970-06-06,Romania,Czechoslovakia,2,1,1970,18.0,1804.0,14.0,1821.0,3,5,1,0,0,4.0,1,-17.0,0
1970-06-06,Peru,Morocco,3,0,1970,22.0,1759.0,40.0,1642.0,1,0,1,0,0,-18.0,3,117.0,1
1970-06-07,Mexico,El Salvador,4,0,1970,29.0,1730.0,68.0,1492.0,6,0,1,0,0,-39.0,4,238.0,1
1970-06-07,Sweden,Israel,1,1,1970,11.0,1848.0,39.0,1668.0,4,0,0,1,0,-28.0,0,180.0,0
1970-06-07,Brazil,England,1,0,1970,1.0,2177.0,2.0,2039.0,8,5,1,0,0,-1.0,1,138.0,1
1970-06-07,West Germany,Bulgaria,5,2,1970,3.0,2032.0,28.0,1731.0,4,2,1,0,0,-25.0,3,301.0,1
1970-06-10,Soviet Union,El Salvador,2,0,1970,5.0,1962.0,68.0,1492.0,3,0,1,0,0,-63.0,2,470.0,1
1970-06-10,Sweden,Uruguay,1,0,1970,11.0,1848.0,9.0,1854.0,4,5,1,0,0,2.0,1,-6.0,0
1970-06-10,Brazil,Romania,3,2,1970,1.0,2177.0,18.0,1804.0,8,3,1,0,0,-17.0,1,373.0,1
1970-06-10,West Germany,Peru,3,1,1970,3.0,2032.0,22.0,1759.0,4,1,1,0,0,-19.0,2,273.0,1
1970-06-11,Mexico,Belgium,1,0,1970,29.0,1730.0,24.0,1740.0,6,4,1,0,0,5.0,1,-10.0,0
1970-06-11,Italy,Israel,0,0,1970,4.0,2023.0,39.0,1668.0,6,0,0,1,0,-35.0,0,355.0,0
1970-06-11,England,Czechoslovakia,1,0,1970,2.0,2039.0,14.0,1821.0,5,5,1,0,0,-12.0,1,218.0,1
1970-06-11,Bulgaria,Morocco,1,1,1970,28.0,1731.0,40.0,1642.0,2,0,0,1,0,-12.0,0,89.0,0
1970-06-14,Brazil,Peru,4,2,1970,1.0,2177.0,22.0,1759.0,8,1,1,0,0,-21.0,2,418.0,1
1970-06-14,Italy,Mexico,4,1,1970,4.0,2023.0,29.0,1730.0,6,6,1,0,0,-25.0,3,293.0,1
1970-06-14,Soviet Union,Uruguay,0,1,1970,5.0,1962.0,9.0,1854.0,3,5,0,0,1,-4.0,-1,108.0,0
1970-06-14,West Germany,England,3,2,1970,3.0,2032.0,2.0,2039.0,4,5,1,0,0,1.0,1,-7.0,0
1970-06-17,Brazil,Uruguay,3,1,1970,1.0,2177.0,9.0,1854.0,8,5,1,0,0,-8.0,2,323.0,1
1970-06-17,Italy,West Germany,4,3,1970,4.0,2023.0,3.0,2032.0,6,4,1,0,0,1.0,1,-9.0,0
1970-06-20,West Germany,Uruguay,1,0,1970,3.0,2032.0,9.0,1854.0,4,5,1,0,0,-6.0,1,178.0,1
1970-06-21,Brazil,Italy,4,1,1970,1.0,2177.0,4.0,2023.0,8,6,1,0,0,-3.0,3,154.0,1
1974-06-13,Brazil,Yugoslavia,0,0,1974,3.0,2036.0,8.0,1909.0,9,5,0,1,0,-5.0,0,127.0,0
1974-06-14,West Germany,Chile,1,0,1974,1.0,2128.0,23.0,1770.0,5,4,1,0,0,-22.0,1,358.0,1
1974-06-14,East Germany,Australia,2,0,1974,10.0,1892.0,33.0,1680.0,0,0,1,0,0,-23.0,2,212.0,1
1974-06-14,Zaire,Scotland,0,2,1974,29.0,1708.0,11.0,1879.0,0,2,0,0,1,18.0,-2,-171.0,0
1974-06-15,Sweden,Bulgaria,0,0,1974,18.0,1834.0,27.0,1741.0,5,3,0,1,0,-9.0,0,93.0,0
1974-06-15,Uruguay,Netherlands,0,2,1974,30.0,1699.0,2.0,2091.0,6,2,0,0,1,28.0,-2,-392.0,0
1974-06-15,Italy,Haiti,3,1,1974,6.0,1940.0,54.0,1548.0,7,0,1,0,0,-48.0,2,392.0,1
1974-06-15,Poland,Argentina,3,2,1974,4.0,2031.0,15.0,1857.0,1,5,1,0,0,-11.0,1,174.0,1
1974-06-18,Australia,West Germany,0,3,1974,33.0,1680.0,1.0,2128.0,0,5,0,0,1,32.0,-3,-448.0,0
1974-06-18,Chile,East Germany,1,1,1974,23.0,1770.0,10.0,1892.0,4,0,0,1,0,13.0,0,-122.0,0
1974-06-18,Scotland,Brazil,0,0,1974,11.0,1879.0,3.0,2036.0,2,9,0,1,0,8.0,0,-157.0,0
1974-06-18,Yugoslavia,Zaire,9,0,1974,8.0,1909.0,29.0,1708.0,5,0,1,0,0,-21.0,9,201.0,1
1974-06-19,Bulgaria,Uruguay,1,1,1974,27.0,1741.0,30.0,1699.0,3,6,0,1,0,-3.0,0,42.0,0
1974-06-19,Netherlands,Sweden,0,0,1974,2.0,2091.0,18.0,1834.0,2,5,0,1,0,-16.0,0,257.0,0
1974-06-19,Argentina,Italy,1,1,1974,15.0,1857.0,6.0,1940.0,5,7,0,1,0,9.0,0,-83.0,0
1974-06-19,Haiti,Poland,0,7,1974,54.0,1548.0,4.0,2031.0,0,1,0,0,1,50.0,-7,-483.0,0
1974-06-22,Australia,Chile,0,0,1974,33.0,1680.0,23.0,1770.0,0,4,0,1,0,10.0,0,-90.0,0
1974-06-22,Scotland,Yugoslavia,1,1,1974,11.0,1879.0,8.0,1909.0,2,5,0,1,0,3.0,0,-30.0,0
1974-06-22,Zaire,Brazil,0,3,1974,29.0,1708.0,3.0,2036.0,0,9,0,0,1,26.0,-3,-328.0,0
1974-06-22,East Germany,West Germany,1,0,1974,10.0,1892.0,1.0,2128.0,0,5,1,0,0,9.0,1,-236.0,0
1974-06-23,Bulgaria,Netherlands,1,4,1974,27.0,1741.0,2.0,2091.0,3,2,0,0,1,25.0,-3,-350.0,0
1974-06-23,Sweden,Uruguay,3,0,1974,18.0,1834.0,30.0,1699.0,5,6,1,0,0,-12.0,3,135.0,1
1974-06-23,Argentina,Haiti,4,1,1974,15.0,1857.0,54.0,1548.0,5,0,1,0,0,-39.0,3,309.0,1
1974-06-23,Poland,Italy,2,1,1974,4.0,2031.0,6.0,1940.0,1,7,1,0,0,-2.0,1,91.0,1
1974-06-26,Yugoslavia,West Germany,0,2,1974,8.0,1909.0,1.0,2128.0,5,5,0,0,1,7.0,-2,-219.0,0
1974-06-26,Brazil,East Germany,1,0,1974,3.0,2036.0,10.0,1892.0,9,0,1,0,0,-7.0,1,144.0,1
1974-06-26,Netherlands,Argentina,4,0,1974,2.0,2091.0,15.0,1857.0,2,5,1,0,0,-13.0,4,234.0,1
1974-06-26,Sweden,Poland,0,1,1974,18.0,1834.0,4.0,2031.0,5,1,0,0,1,14.0,-1,-197.0,0
1974-06-30,Argentina,Brazil,1,2,1974,15.0,1857.0,3.0,2036.0,5,9,0,0,1,12.0,-1,-179.0,0
1974-06-30,East Germany,Netherlands,0,2,1974,10.0,1892.0,2.0,2091.0,0,2,0,0,1,8.0,-2,-199.0,0
1974-06-30,Poland,Yugoslavia,2,1,1974,4.0,2031.0,8.0,1909.0,1,5,1,0,0,-4.0,1,122.0,1
1974-06-30,West Germany,Sweden,4,2,1974,1.0,2128.0,18.0,1834.0,5,5,1,0,0,-17.0,2,294.0,1
1974-07-03,Poland,West Germany,0,1,1974,4.0,2031.0,1.0,2128.0,1,5,0,0,1,3.0,-1,-97.0,0
1974-07-03,Argentina,East Germany,1,1,1974,15.0,1857.0,10.0,1892.0,5,0,0,1,0,5.0,0,-35.0,0
1974-07-03,Netherlands,Brazil,2,0,1974,2.0,2091.0,3.0,2036.0,2,9,1,0,0,-1.0,2,55.0,1
1974-07-03,Sweden,Yugoslavia,2,1,1974,18.0,1834.0,8.0,1909.0,5,5,1,0,0,10.0,1,-75.0,0
1974-07-06,Brazil,Poland,0,1,1974,3.0,2036.0,4.0,2031.0,9,1,0,0,1,-1.0,-1,5.0,0
1974-07-07,Netherlands,West Germany,1,2,1974,2.0,2091.0,1.0,2128.0,2,5,0,0,1,1.0,-1,-37.0,0
1978-06-01,West Germany,Poland,0,0,1978,3.0,2039.0,9.0,1932.0,6,2,0,1,0,-6.0,0,107.0,0
1978-06-02,Italy,France,2,1,1978,6.0,1995.0,15.0,1887.0,8,6,1,0,0,-9.0,1,108.0,1
1978-06-02,Tunisia,Mexico,3,1,1978,29.0,1723.0,32.0,1703.0,0,7,1,0,0,-3.0,2,20.0,1
1978-06-02,Argentina,Hungary,2,1,1978,3.0,2039.0,24.0,1772.0,6,6,1,0,0,-21.0,1,267.0,1
1978-06-03,Austria,Spain,2,1,1978,12.0,1892.0,7.0,1964.0,3,4,1,0,0,5.0,1,-72.0,0
1978-06-03,Brazil,Sweden,1,1,1978,1.0,2143.0,25.0,1742.0,10,6,0,1,0,-24.0,0,401.0,0
1978-06-03,Netherlands,Iran,3,0,1978,2.0,2068.0,26.0,1727.0,3,0,1,0,0,-24.0,3,341.0,1
1978-06-03,Peru,Scotland,3,1,1978,20.0,1809.0,14.0,1888.0,2,3,1,0,0,6.0,2,-79.0,0
1978-06-06,Italy,Hungary,3,1,1978,6.0,1995.0,24.0,1772.0,8,6,1,0,0,-18.0,2,223.0,1
1978-06-06,Poland,Tunisia,1,0,1978,9.0,1932.0,29.0,1723.0,2,0,1,0,0,-20.0,1,209.0,1
1978-06-06,West Germany,Mexico,6,0,1978,3.0,2039.0,32.0,1703.0,6,7,1,0,0,-29.0,6,336.0,1
1978-06-06,Argentina,France,2,1,1978,3.0,2039.0,15.0,1887.0,6,6,1,0,0,-12.0,1,152.0,1
1978-06-07,Austria,Sweden,1,0,1978,12.0,1892.0,25.0,1742.0,3,6,1,0,0,-13.0,1,150.0,1
1978-06-07,Brazil,Spain,0,0,1978,1.0,2143.0,7.0,1964.0,10,4,0,1,0,-6.0,0,179.0,0
1978-06-07,Netherlands,Peru,0,0,1978,2.0,2068.0,20.0,1809.0,3,2,0,1,0,-18.0,0,259.0,0
1978-06-07,Scotland,Iran,1,1,1978,14.0,1888.0,26.0,1727.0,3,0,0,1,0,-12.0,0,161.0,0
1978-06-10,France,Hungary,3,1,1978,15.0,1887.0,24.0,1772.0,6,6,1,0,0,-9.0,2,115.0,1
1978-06-10,Poland,Mexico,3,1,1978,9.0,1932.0,32.0,1703.0,2,7,1,0,0,-23.0,2,229.0,1
1978-06-10,West Germany,Tunisia,0,0,1978,3.0,2039.0,29.0,1723.0,6,0,0,1,0,-26.0,0,316.0,0
1978-06-10,Argentina,Italy,0,1,1978,3.0,2039.0,6.0,1995.0,6,8,0,0,1,-3.0,-1,44.0,0
1978-06-11,Brazil,Austria,1,0,1978,1.0,2143.0,12.0,1892.0,10,3,1,0,0,-11.0,1,251.0,1
1978-06-11,Spain,Sweden,1,0,1978,7.0,1964.0,25.0,1742.0,4,6,1,0,0,-18.0,1,222.0,1
1978-06-11,Peru,Iran,4,1,1978,20.0,1809.0,26.0,1727.0,2,0,1,0,0,-6.0,3,82.0,1
1978-06-11,Scotland,Netherlands,3,2,1978,14.0,1888.0,2.0,2068.0,3,3,1,0,0,12.0,1,-180.0,0
1978-06-14,Austria,Netherlands,1,5,1978,12.0,1892.0,2.0,2068.0,3,3,0,0,1,10.0,-4,-176.0,0
1978-06-14,Italy,West Germany,0,0,1978,6.0,1995.0,3.0,2039.0,8,6,0,1,0,3.0,0,-44.0,0
1978-06-14,Brazil,Peru,3,0,1978,1.0,2143.0,20.0,1809.0,10,2,1,0,0,-19.0,3,334.0,1
1978-06-14,Argentina,Poland,2,0,1978,3.0,2039.0,9.0,1932.0,6,2,1,0,0,-6.0,2,107.0,1
1978-06-18,Peru,Poland,0,1,1978,20.0,1809.0,9.0,1932.0,2,2,0,0,1,11.0,-1,-123.0,0
1978-06-18,Italy,Austria,1,0,1978,6.0,1995.0,12.0,1892.0,8,3,1,0,0,-6.0,1,103.0,1
1978-06-18,Netherlands,West Germany,2,2,1978,2.0,2068.0,3.0,2039.0,3,6,0,1,0,-1.0,0,29.0,0
1978-06-18,Argentina,Brazil,0,0,1978,3.0,2039.0,1.0,2143.0,6,10,0,1,0,2.0,0,-104.0,0
1978-06-21,Austria,West Germany,3,2,1978,12.0,1892.0,3.0,2039.0,3,6,1,0,0,9.0,1,-147.0,0
1978-06-21,Italy,Netherlands,1,2,1978,6.0,1995.0,2.0,2068.0,8,3,0,0,1,4.0,-1,-73.0,0
1978-06-21,Brazil,Poland,3,1,1978,1.0,2143.0,9.0,1932.0,10,2,1,0,0,-8.0,2,211.0,1
1978-06-21,Argentina,Peru,6,0,1978,3.0,2039.0,20.0,1809.0,6,2,1,0,0,-17.0,6,230.0,1
1978-06-24,Brazil,Italy,2,1,1978,1.0,2143.0,6.0,1995.0,10,8,1,0,0,-5.0,1,148.0,1
1978-06-25,Argentina,Netherlands,3,1,1978,3.0,2039.0,2.0,2068.0,6,3,1,0,0,1.0,2,-29.0,0
1982-06-13,Argentina,Belgium,0,1,1982,7.0,1941.0,10.0,1901.0,7,5,0,0,1,-3.0,-1,40.0,0
1982-06-14,Italy,Poland,0,0,1982,2.0,2019.0,6.0,1986.0,9,3,0,1,0,-4.0,0,33.0,0
1982-06-14,Brazil,Soviet Union,2,1,1982,1.0,2115.0,5.0,2008.0,11,4,1,0,0,-4.0,1,107.0,1
1982-06-15,Peru,Cameroon,0,0,1982,26.0,1743.0,36.0,1679.0,3,0,0,1,0,-10.0,0,64.0,0
1982-06-15,Hungary,El Salvador,10,1,1982,18.0,1817.0,59.0,1557.0,7,1,1,0,0,-41.0,9,260.0,1
1982-06-15,Scotland,New Zealand,5,2,1982,17.0,1830.0,57.0,1564.0,4,0,1,0,0,-40.0,3,266.0,1
1982-06-16,West Germany,Algeria,1,2,1982,4.0,2012.0,30.0,1728.0,7,0,0,0,1,-26.0,-1,284.0,0
1982-06-16,England,France,3,1,1982,2.0,2019.0,8.0,1921.0,6,7,1,0,0,-6.0,2,98.0,1
1982-06-16,Spain,Honduras,1,1,1982,16.0,1837.0,41.0,1623.0,5,0,0,1,0,-25.0,0,214.0,0
1982-06-17,Chile,Austria,0,1,1982,31.0,1702.0,9.0,1910.0,5,4,0,0,1,22.0,-1,-208.0,0
1982-06-17,Czechoslovakia,Kuwait,1,1,1982,13.0,1866.0,37.0,1675.0,6,0,0,1,0,-24.0,0,191.0,0
1982-06-17,Yugoslavia,Northern Ireland,0,0,1982,15.0,1855.0,23.0,1767.0,6,1,0,1,0,-8.0,0,88.0,0
1982-06-18,Italy,Peru,1,1,1982,2.0,2019.0,26.0,1743.0,9,3,0,1,0,-24.0,0,276.0,0
1982-06-18,Argentina,Hungary,4,1,1982,7.0,1941.0,18.0,1817.0,7,7,1,0,0,-11.0,3,124.0,1
1982-06-18,Brazil,Scotland,4,1,1982,1.0,2115.0,17.0,1830.0,11,4,1,0,0,-16.0,3,285.0,1
1982-06-19,Poland,Cameroon,0,0,1982,6.0,1986.0,36.0,1679.0,3,0,0,1,0,-30.0,0,307.0,0
1982-06-19,Belgium,El Salvador,1,0,1982,10.0,1901.0,59.0,1557.0,5,1,1,0,0,-49.0,1,344.0,1
1982-06-19,Soviet Union,New Zealand,3,0,1982,5.0,2008.0,57.0,1564.0,4,0,1,0,0,-52.0,3,444.0,1
1982-06-20,West Germany,Chile,4,1,1982,4.0,2012.0,31.0,1702.0,7,5,1,0,0,-27.0,3,310.0,1
1982-06-20,England,Czechoslovakia,2,0,1982,2.0,2019.0,13.0,1866.0,6,6,1,0,0,-11.0,2,153.0,1
1982-06-20,Spain,Yugoslavia,2,1,1982,16.0,1837.0,15.0,1855.0,5,6,1,0,0,1.0,1,-18.0,0
1982-06-21,Algeria,Austria,0,2,1982,30.0,1728.0,9.0,1910.0,0,4,0,0,1,21.0,-2,-182.0,0
1982-06-21,France,Kuwait,4,1,1982,8.0,1921.0,37.0,1675.0,7,0,1,0,0,-29.0,3,246.0,1
1982-06-21,Honduras,Northern Ireland,1,1,1982,41.0,1623.0,23.0,1767.0,0,1,0,1,0,18.0,0,-144.0,0
1982-06-22,Poland,Peru,5,1,1982,6.0,1986.0,26.0,1743.0,3,3,1,0,0,-20.0,4,243.0,1
1982-06-22,Belgium,Hungary,1,1,1982,10.0,1901.0,18.0,1817.0,5,7,0,1,0,-8.0,0,84.0,0
1982-06-22,Soviet Union,Scotland,2,2,1982,5.0,2008.0,17.0,1830.0,4,4,0,1,0,-12.0,0,178.0,0
1982-06-23,Italy,Cameroon,1,1,1982,2.0,2019.0,36.0,1679.0,9,0,0,1,0,-34.0,0,340.0,0
1982-06-23,Argentina,El Salvador,2,0,1982,7.0,1941.0,59.0,1557.0,7,1,1,0,0,-52.0,2,384.0,1
1982-06-23,Brazil,New Zealand,4,0,1982,1.0,2115.0,57.0,1564.0,11,0,1,0,0,-56.0,4,551.0,1
1982-06-24,Algeria,Chile,3,2,1982,30.0,1728.0,31.0,1702.0,0,5,1,0,0,-1.0,1,26.0,1
1982-06-24,France,Czechoslovakia,1,1,1982,8.0,1921.0,13.0,1866.0,7,6,0,1,0,-5.0,0,55.0,0
1982-06-24,Honduras,Yugoslavia,0,1,1982,41.0,1623.0,15.0,1855.0,0,6,0,0,1,26.0,-1,-232.0,0
1982-06-25,West Germany,Austria,1,0,1982,4.0,2012.0,9.0,1910.0,7,4,1,0,0,-5.0,1,102.0,1
1982-06-25,England,Kuwait,1,0,1982,2.0,2019.0,37.0,1675.0,6,0,1,0,0,-35.0,1,344.0,1
1982-06-25,Spain,Northern Ireland,0,1,1982,16.0,1837.0,23.0,1767.0,5,1,0,0,1,-7.0,-1,70.0,0
1982-06-28,Austria,France,0,1,1982,9.0,1910.0,8.0,1921.0,4,7,0,0,1,1.0,-1,-11.0,0
1982-06-28,Poland,Belgium,3,0,1982,6.0,1986.0,10.0,1901.0,3,5,1,0,0,-4.0,3,85.0,1
1982-06-29,Italy,Argentina,2,1,1982,2.0,2019.0,7.0,1941.0,9,7,1,0,0,-5.0,1,78.0,1
1982-06-29,West Germany,England,0,0,1982,4.0,2012.0,2.0,2019.0,7,6,0,1,0,2.0,0,-7.0,0
1982-07-01,Austria,Northern Ireland,2,2,1982,9.0,1910.0,23.0,1767.0,4,1,0,1,0,-14.0,0,143.0,0
1982-07-01,Belgium,Soviet Union,0,1,1982,10.0,1901.0,5.0,2008.0,5,4,0,0,1,5.0,-1,-107.0,0
1982-07-02,Argentina,Brazil,1,3,1982,7.0,1941.0,1.0,2115.0,7,11,0,0,1,6.0,-2,-174.0,0
1982-07-02,West Germany,Spain,2,1,1982,4.0,2012.0,16.0,1837.0,7,5,1,0,0,-12.0,1,175.0,1
1982-07-04,France,Northern Ireland,4,1,1982,8.0,1921.0,23.0,1767.0,7,1,1,0,0,-15.0,3,154.0,1
1982-07-04,Soviet Union,Poland,0,0,1982,5.0,2008.0,6.0,1986.0,4,3,0,1,0,-1.0,0,22.0,0
1982-07-05,Italy,Brazil,3,2,1982,2.0,2019.0,1.0,2115.0,9,11,1,0,0,1.0,1,-96.0,0
1982-07-05,Spain,England,0,0,1982,16.0,1837.0,2.0,2019.0,5,6,0,1,0,14.0,0,-182.0,0
1982-07-08,Poland,Italy,0,2,1982,6.0,1986.0,2.0,2019.0,3,9,0,0,1,4.0,-2,-33.0,0
1982-07-08,West Germany,France,3,3,1982,4.0,2012.0,8.0,1921.0,7,7,0,1,0,-4.0,0,91.0,0
1982-07-10,Poland,France,3,2,1982,6.0,1986.0,8.0,1921.0,3,7,1,0,0,-2.0,1,65.0,1
1982-07-11,Italy,West Germany,3,1,1982,2.0,2019.0,4.0,2012.0,9,7,1,0,0,-2.0,2,7.0,1
